bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus,last_5_wkts,career_wickets,career_eco,venue_wickets
MM Sharma,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,25,21.0,2,0.0,0.0,4.1,5.121951219512195,0,0,54,4,1.4,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2013-05-18,7,13.0,1,0.0,0.0,1.1,11.818181818181817,0,0,25,0,1.2,1.2735042735042734,8.487169043503675,0.8
MM Sharma,Chennai Super Kings,Mumbai Indians,Feroz Shah Kotla,2013-05-21,22,32.0,2,0.0,0.0,3.4,9.411764705882351,0,0,48,-2,1.6,1.2735042735042734,8.487169043503675,1.6
MM Sharma,Chennai Super Kings,Mumbai Indians,Eden Gardens,2013-05-26,24,26.0,1,0.0,0.0,4.0,6.5,0,0,27,2,1.4,1.2735042735042734,8.487169043503675,0.7142857142857143
MM Sharma,Chennai Super Kings,Kings XI Punjab,Sheikh Zayed Stadium,2014-04-18,17,35.0,0,0.0,0.0,2.5,14.0,0,0,-6,-6,1.2,1.2735042735042734,8.487169043503675,0.5
MM Sharma,Chennai Super Kings,Delhi Daredevils,Sheikh Zayed Stadium,2014-04-21,18,17.0,1,0.0,0.0,3.0,5.666666666666667,0,0,29,4,1.0,1.2735042735042734,8.487169043503675,0.5
MM Sharma,Rajasthan Royals,Chennai Super Kings,Dubai International Cricket Stadium,2014-04-23,12,13.0,1,0.0,0.0,2.0,6.5,0,0,27,2,1.0,1.2735042735042734,8.487169043503675,2.3333333333333335
MM Sharma,Chennai Super Kings,Mumbai Indians,Dubai International Cricket Stadium,2014-04-25,24,14.0,5,0.0,0.0,4.0,3.5,0,1,147,6,1.6,1.2735042735042734,8.487169043503675,2.3333333333333335
MM Sharma,Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,2014-04-27,24,27.0,2,1.0,0.0,4.0,6.75,0,0,52,2,1.8,1.2735042735042734,8.487169043503675,2.0
MM Sharma,Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium Complex,2014-05-02,18,22.0,3,0.0,0.0,3.0,7.333333333333333,0,0,75,0,2.4,1.2735042735042734,8.487169043503675,1.4
MM Sharma,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2014-05-05,24,51.0,2,0.0,0.0,4.0,12.75,0,0,44,-6,2.6,1.2735042735042734,8.487169043503675,1.6
MM Sharma,Kings XI Punjab,Chennai Super Kings,Barabati Stadium,2014-05-07,24,38.0,2,0.0,1.0,4.0,9.5,0,0,48,-2,2.8,1.2735042735042734,8.487169043503675,2.0
MM Sharma,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2014-05-10,24,26.0,1,0.0,0.0,4.0,6.5,0,0,27,2,2.0,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Chennai Super Kings,Rajasthan Royals,JSCA International Stadium Complex,2014-05-13,24,31.0,3,1.0,0.0,4.0,7.75,0,0,75,0,2.2,1.2735042735042734,8.487169043503675,1.4
MM Sharma,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2014-05-18,12,13.0,0,0.0,1.0,2.0,6.5,0,0,2,2,1.6,1.2735042735042734,8.487169043503675,1.4
MM Sharma,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2014-05-20,18,28.0,0,0.0,1.0,3.0,9.333333333333334,0,0,-2,-2,1.2,1.2735042735042734,8.487169043503675,0.7142857142857143
MM Sharma,Chennai Super Kings,Sunrisers Hyderabad,JSCA International Stadium Complex,2014-05-22,18,33.0,0,0.0,0.0,3.0,11.0,0,0,-4,-4,0.8,1.2735042735042734,8.487169043503675,1.4
MM Sharma,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2014-05-24,18,16.0,1,0.0,0.0,3.0,5.333333333333333,0,0,29,4,0.8,1.2735042735042734,8.487169043503675,0.8
MM Sharma,Chennai Super Kings,Mumbai Indians,Brabourne Stadium,2014-05-28,24,42.0,3,0.0,0.0,4.0,10.5,0,0,71,-4,0.8,1.2735042735042734,8.487169043503675,3.0
MM Sharma,Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,2014-05-30,25,45.0,2,0.0,0.0,4.1,10.975609756097562,0,0,46,-4,1.2,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,25,32.0,1,0.0,0.0,4.1,7.804878048780488,0,0,25,0,1.4,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",2015-04-11,24,36.0,2,0.0,0.0,4.0,9.0,0,0,50,0,1.8,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2015-04-17,24,43.0,1,0.0,0.0,4.0,10.75,0,0,21,-4,1.8,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",2015-04-19,24,33.0,0,0.0,0.0,4.0,8.25,0,0,0,0,1.2,1.2735042735042734,8.487169043503675,0.0
MM Sharma,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2015-04-22,24,39.0,0,0.0,0.0,4.0,9.75,0,0,-2,-2,0.8,1.2735042735042734,8.487169043503675,0.8
MM Sharma,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",2015-04-25,18,10.0,1,0.0,0.0,3.0,3.333333333333333,0,0,31,6,0.8,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",2015-04-28,19,23.0,1,0.0,0.0,3.1,7.419354838709677,0,0,25,0,0.6,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2015-04-30,24,22.0,1,0.0,0.0,4.0,5.5,0,0,29,4,0.6,1.2735042735042734,8.487169043503675,0.7142857142857143
MM Sharma,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2015-05-02,24,51.0,0,0.0,0.0,4.0,12.75,0,0,-6,-6,0.6,1.2735042735042734,8.487169043503675,1.5
MM Sharma,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2015-05-04,24,29.0,2,0.0,0.0,4.0,7.25,0,0,50,0,1.0,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2015-05-08,12,19.0,0,0.0,0.0,2.0,9.5,0,0,-2,-2,0.8,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2015-05-10,25,22.0,3,0.0,0.0,4.1,5.365853658536586,0,0,79,4,1.2,1.2735042735042734,8.487169043503675,1.3076923076923077
MM Sharma,Delhi Daredevils,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,2015-05-12,12,17.0,0,0.0,0.0,2.0,8.5,0,0,0,0,1.0,1.2735042735042734,8.487169043503675,0.0
MM Sharma,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015-05-19,21,30.0,1,0.0,0.0,3.3,9.090909090909092,0,0,23,-2,1.2,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,2015-05-22,24,22.0,1,0.0,1.0,4.0,5.5,0,0,29,4,1.0,1.2735042735042734,8.487169043503675,1.4
MM Sharma,Mumbai Indians,Chennai Super Kings,Eden Gardens,2015-05-24,24,38.0,1,0.0,0.0,4.0,9.5,0,0,23,-2,1.2,1.2735042735042734,8.487169043503675,0.7142857142857143
MM Sharma,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-11,16,24.0,0,0.0,0.0,2.4,10.0,0,0,-2,-2,0.6,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2016-04-15,13,9.0,0,0.0,1.0,2.1,4.285714285714286,0,0,6,6,0.6,1.2735042735042734,8.487169043503675,1.6
MM Sharma,Kings XI Punjab,Rising Pune Supergiants,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-17,24,23.0,4,0.0,1.0,4.0,5.75,1,0,112,4,1.2,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-19,20,28.0,0,0.0,0.0,3.2,8.75,0,0,0,0,1.0,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2016-04-23,21,17.0,2,0.0,0.0,3.3,5.151515151515151,0,0,54,4,1.2,1.2735042735042734,8.487169043503675,1.5
MM Sharma,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-25,26,36.0,3,0.0,0.0,4.2,8.571428571428571,0,0,75,0,1.8,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,24,32.0,3,0.0,0.0,4.0,8.0,0,0,75,0,2.4,1.2735042735042734,8.487169043503675,2.0
MM Sharma,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2016-05-04,24,39.0,1,0.0,0.0,4.0,9.75,0,0,23,-2,1.8,1.2735042735042734,8.487169043503675,0.7142857142857143
MM Sharma,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-07,24,21.0,0,0.0,0.0,4.0,5.25,0,0,4,4,1.8,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-09,21,30.0,0,0.0,0.0,3.3,9.090909090909092,0,0,-2,-2,1.4,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-13,25,25.0,2,0.0,0.0,4.1,6.097560975609756,0,0,52,2,1.2,1.2735042735042734,8.487169043503675,1.5
MM Sharma,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-15,23,39.0,0,0.0,1.0,3.5,11.142857142857142,0,0,-6,-6,0.6,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2016-05-18,18,33.0,0,0.0,0.0,3.0,11.0,0,0,-4,-4,0.4,1.2735042735042734,8.487169043503675,0.8
MM Sharma,Rising Pune Supergiants,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-21,25,38.0,1,0.0,0.0,4.1,9.26829268292683,0,0,23,-2,0.6,1.2735042735042734,8.487169043503675,1.5
MM Sharma,Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,2017-04-08,24,34.0,0,0.0,0.0,4.0,8.5,0,0,0,0,0.6,1.2735042735042734,8.487169043503675,0.4
MM Sharma,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,2017-04-10,24,47.0,0,0.0,0.0,4.0,11.75,0,0,-6,-6,0.2,1.2735042735042734,8.487169043503675,0.4
MM Sharma,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2017-04-13,18,30.0,0,0.0,0.0,3.0,10.0,0,0,-2,-2,0.2,1.2735042735042734,8.487169043503675,0.7142857142857143
MM Sharma,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2017-04-15,24,35.0,1,0.0,0.0,4.0,8.75,0,0,25,0,0.4,1.2735042735042734,8.487169043503675,1.6
MM Sharma,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2017-04-17,24,25.0,2,0.0,0.0,4.0,6.25,0,0,52,2,0.6,1.2735042735042734,8.487169043503675,1.5
MM Sharma,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,2017-04-20,16,28.0,1,0.0,0.0,2.4,11.666666666666668,0,0,19,-6,0.8,1.2735042735042734,8.487169043503675,0.4
MM Sharma,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,25,24.0,1,1.0,1.0,4.1,5.853658536585367,0,0,29,4,1.0,1.2735042735042734,8.487169043503675,2.0
MM Sharma,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-28,18,34.0,1,0.0,0.0,3.0,11.333333333333334,0,0,19,-6,1.2,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-30,7,3.0,1,0.0,0.0,1.1,2.727272727272727,0,0,25,0,1.2,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2017-05-05,24,24.0,2,0.0,0.0,4.0,6.0,0,0,52,2,1.2,1.2735042735042734,8.487169043503675,0.8
MM Sharma,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-07,24,35.0,0,0.0,0.0,4.0,8.75,0,0,0,0,1.0,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-05-09,18,24.0,2,0.0,0.0,3.0,8.0,0,0,50,0,1.2,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2017-05-11,24,57.0,2,0.0,0.0,4.0,14.25,0,0,44,-6,1.4,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Rising Pune Supergiant,Kings XI Punjab,Maharashtra Cricket Association Stadium,2017-05-14,6,6.0,0,0.0,0.0,1.0,6.0,0,0,0,0,1.2,1.2735042735042734,8.487169043503675,0.5
MM Sharma,Delhi Daredevils,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018-04-08,24,33.0,2,1.0,0.0,4.0,8.25,0,0,50,0,1.2,1.2735042735042734,8.487169043503675,1.6666666666666667
MM Sharma,Kings XI Punjab,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2018-04-13,21,45.0,0,0.0,0.0,3.3,13.636363636363637,0,0,-6,-6,1.2,1.2735042735042734,8.487169043503675,0.0
MM Sharma,Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,2018-04-15,25,46.0,1,0.0,0.0,4.1,11.219512195121952,0,0,19,-6,1.0,1.2735042735042734,8.487169043503675,1.6666666666666667
MM Sharma,Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,2018-04-19,25,50.0,2,0.0,1.0,4.1,12.195121951219512,0,0,44,-6,1.0,1.2735042735042734,8.487169043503675,1.6666666666666667
MM Sharma,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,2018-05-08,19,26.0,0,0.0,0.0,3.1,8.387096774193548,0,0,0,0,1.0,1.2735042735042734,8.487169043503675,0.5
MM Sharma,Kolkata Knight Riders,Kings XI Punjab,Holkar Cricket Stadium,2018-05-12,25,39.0,1,0.0,0.0,4.1,9.51219512195122,0,0,23,-2,0.8,1.2735042735042734,8.487169043503675,0.4
MM Sharma,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,2018-05-14,6,15.0,0,0.0,0.0,1.0,15.0,0,0,0,0,0.8,1.2735042735042734,8.487169043503675,0.4
MM Sharma,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2018-05-16,19,31.0,0,0.0,4.0,3.1,10.0,0,0,-2,-2,0.6,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Kings XI Punjab,Chennai Super Kings,Maharashtra Cricket Association Stadium,2018-05-20,20,27.0,1,0.0,0.0,3.2,8.4375,0,0,25,0,0.4,1.2735042735042734,8.487169043503675,0.5
MM Sharma,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,2019-04-03,18,27.0,1,0.0,0.0,3.0,9.0,0,0,25,0,0.6,1.2735042735042734,8.487169043503675,1.0
MM Sharma,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-20,24,44.0,1,0.0,0.0,4.0,11.0,0,0,21,-4,0.6,1.2735042735042734,8.487169043503675,2.3333333333333335
MN Samuels,Mumbai Indians,Pune Warriors,Wankhede Stadium,2012-04-06,25,20.0,1,0.0,1.0,4.1,4.878048780487806,0,0,31,6,1.0,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,2012-04-08,24,23.0,2,0.0,0.0,4.0,5.75,0,0,54,4,1.5,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",2012-04-12,22,27.0,0,0.0,0.0,3.4,7.9411764705882355,0,0,0,0,1.0,0.9090909090909091,8.023899582005752,0.0
MN Samuels,Pune Warriors,Chennai Super Kings,Subrata Roy Sahara Stadium,2012-04-14,25,27.0,0,0.0,0.0,4.1,6.585365853658537,0,0,2,2,0.75,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,2012-04-17,12,5.0,1,0.0,0.0,2.0,2.5,0,0,31,6,0.8,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",2012-04-19,24,39.0,3,0.0,0.0,4.0,9.75,0,0,73,-2,1.2,0.9090909090909091,8.023899582005752,3.0
MN Samuels,Pune Warriors,Deccan Chargers,Subrata Roy Sahara Stadium,2012-04-26,26,37.0,1,0.0,0.0,4.2,8.809523809523808,0,0,25,0,1.0,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Deccan Chargers,Pune Warriors,Barabati Stadium,2012-05-01,18,33.0,1,0.0,0.0,3.0,11.0,0,0,21,-4,1.2,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Sunrisers Hyderabad,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",2013-04-05,25,33.0,1,0.0,0.0,4.1,8.048780487804878,0,0,25,0,1.4,0.9090909090909091,8.023899582005752,1.0
MN Samuels,Delhi Daredevils,Gujarat Lions,Feroz Shah Kotla,2017-05-04,12,22.0,0,0.0,0.0,2.0,11.0,0,0,-4,-4,1.2,0.9090909090909091,8.023899582005752,0.0
MN Samuels,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,2017-05-12,6,12.0,0,0.0,0.0,1.0,12.0,0,0,0,0,0.6,0.9090909090909091,8.023899582005752,0.0
MP Stoinis,Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-04-11,12,27.0,1,0.0,0.0,2.0,13.5,0,0,19,-6,1.0,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2016-05-01,24,23.0,1,1.0,0.0,4.0,5.75,0,0,29,4,1.0,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2016-05-04,18,26.0,0,0.0,0.0,3.0,8.666666666666666,0,0,0,0,0.6666666666666666,0.6716417910447762,9.524618572911598,0.3333333333333333
MP Stoinis,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-07,25,38.0,3,0.0,2.0,4.1,9.26829268292683,0,0,73,-2,1.25,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-09,18,35.0,0,0.0,0.0,3.0,11.666666666666666,0,0,-6,-6,1.0,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-13,24,15.0,4,0.0,6.0,4.0,3.75,1,0,114,6,1.6,0.6716417910447762,9.524618572911598,4.0
MP Stoinis,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",2016-05-15,19,27.0,0,0.0,0.0,3.1,8.709677419354838,0,0,0,0,1.4,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,2017-04-08,21,25.0,1,0.0,0.0,3.3,7.575757575757576,0,0,25,0,1.6,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,2017-04-10,19,27.0,0,0.0,0.0,3.1,8.709677419354838,0,0,0,0,1.0,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,2017-04-13,9,14.0,0,0.0,1.0,1.3,10.769230769230768,0,0,0,0,1.0,0.6716417910447762,9.524618572911598,0.3333333333333333
MP Stoinis,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,2017-04-20,13,27.0,1,0.0,0.0,2.1,12.857142857142856,0,0,19,-6,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,2017-04-23,7,11.0,0,0.0,0.0,1.1,10.0,0,0,0,0,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Delhi Daredevils,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,2018-04-08,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0,0.2,0.6716417910447762,9.524618572911598,0.0
MP Stoinis,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,2018-05-04,18,37.0,1,0.0,0.0,3.0,12.333333333333334,0,0,19,-6,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Rajasthan Royals,Kings XI Punjab,Holkar Cricket Stadium,2018-05-06,6,6.0,0,0.0,0.0,1.0,6.0,0,0,0,0,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,2018-05-08,12,15.0,1,0.0,0.0,2.0,7.5,0,0,25,0,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,2018-05-14,6,12.0,0,0.0,1.0,1.0,12.0,0,0,0,0,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2018-05-16,18,43.0,1,0.0,0.0,3.0,14.333333333333334,0,0,19,-6,0.6,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,2019-04-02,18,28.0,0,0.0,0.0,3.0,9.333333333333334,0,0,-2,-2,0.4,0.6716417910447762,9.524618572911598,0.5
MP Stoinis,Royal Challengers Bangalore,Kolkata Knight Riders,M.Chinnaswamy Stadium,2019-04-05,11,27.0,0,0.0,0.0,1.5,18.0,0,0,0,0,0.4,0.6716417910447762,9.524618572911598,0.3333333333333333
MP Stoinis,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2019-04-19,25,31.0,1,0.0,0.0,4.1,7.560975609756098,0,0,25,0,0.4,0.6716417910447762,9.524618572911598,0.3333333333333333
MP Stoinis,Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,2019-04-21,19,19.0,0,0.0,2.0,3.1,6.129032258064516,0,0,2,2,0.4,0.6716417910447762,9.524618572911598,0.3333333333333333
MP Stoinis,Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,2019-04-24,12,13.0,1,0.0,0.0,2.0,6.5,0,0,27,2,0.4,0.6716417910447762,9.524618572911598,0.3333333333333333
MP Stoinis,Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,2019-04-28,18,24.0,0,0.0,0.0,3.0,8.0,0,0,0,0,0.4,0.6716417910447762,9.524618572911598,0.0
MP Stoinis,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-20,18,29.0,2,0.0,1.0,3.0,9.666666666666666,0,0,48,-2,0.8,0.6716417910447762,9.524618572911598,0.5714285714285714
MP Stoinis,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,2020-09-29,18,22.0,0,0.0,1.0,3.0,7.333333333333333,0,0,0,0,0.6,0.6716417910447762,9.524618572911598,1.5
MP Stoinis,Delhi Capitals,Kolkata Knight Riders,Sharjah Cricket Stadium,2020-10-03,25,45.0,1,0.0,1.0,4.1,10.975609756097562,0,0,21,-4,0.8,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Delhi Capitals,Rajasthan Royals,Sharjah Cricket Stadium,2020-10-09,13,16.0,2,0.0,0.0,2.1,7.619047619047619,0,0,50,0,1.0,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Delhi Capitals,Mumbai Indians,Sheikh Zayed Stadium,2020-10-11,16,31.0,1,0.0,0.0,2.4,12.916666666666668,0,0,19,-6,1.2,0.6716417910447762,9.524618572911598,1.5
MP Stoinis,Chennai Super Kings,Delhi Capitals,Sharjah Cricket Stadium,2020-10-17,6,10.0,0,0.0,0.0,1.0,10.0,0,0,0,0,0.8,0.6716417910447762,9.524618572911598,1.0
MP Stoinis,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,2020-10-20,7,12.0,0,0.0,0.0,1.1,10.909090909090908,0,0,0,0,0.8,0.6716417910447762,9.524618572911598,0.5714285714285714
MP Stoinis,Kolkata Knight Riders,Delhi Capitals,Sheikh Zayed Stadium,2020-10-24,26,39.0,2,0.0,1.0,4.2,9.285714285714285,0,0,48,-2,1.0,0.6716417910447762,9.524618572911598,1.5
MP Stoinis,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,2020-10-27,12,15.0,0,0.0,0.0,2.0,7.5,0,0,0,0,0.6,0.6716417910447762,9.524618572911598,0.5714285714285714
MP Stoinis,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,2020-10-31,6,4.0,0,0.0,0.0,1.0,4.0,0,0,0,0,0.4,0.6716417910447762,9.524618572911598,0.5714285714285714
MP Stoinis,Mumbai Indians,Delhi Capitals,Dubai International Cricket Stadium,2020-11-05,6,5.0,1,0.0,0.0,1.0,5.0,0,0,25,0,0.6,0.6716417910447762,9.524618572911598,0.5714285714285714
MP Stoinis,Delhi Capitals,Sunrisers Hyderabad,Sheikh Zayed Stadium,2020-11-08,19,25.0,3,0.0,0.0,3.1,8.064516129032258,0,0,75,0,1.2,0.6716417910447762,9.524618572911598,1.5
MP Stoinis,Delhi Capitals,Mumbai Indians,Dubai International Cricket Stadium,2020-11-10,12,23.0,1,0.0,0.0,2.0,11.5,0,0,19,-6,1.0,0.6716417910447762,9.524618572911598,0.5714285714285714
MP Stoinis,Chennai Super Kings,Delhi Capitals,"Wankhede Stadium, Mumbai",2021-04-10,12,19.0,0,0.0,5.0,2.0,9.5,0,0,-2,-2,1.0,0.6716417910447762,9.524618572911598,0.0
