bowler,team1,team2,venue,date,delivery,runs,wicket,byes,legbyes,overs,economy,4w,5w,points,eco_bonus
B Kumar,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,26,25.0,2,0.0,0.0,4.2,5.9523809523809526,0,0,54,4
BB Sran,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,19,27.0,0,0.0,0.0,3.1,8.709677419354838,0,0,0,0
BCJ Cutting,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,18,20.0,2,0.0,0.0,3.0,6.666666666666667,0,0,52,2
Bipul Sharma,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,18,21.0,2,0.0,0.0,3.0,7.0,0,0,50,0
DJ Bravo,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,24,32.0,2,0.0,0.0,4.0,8.0,0,0,50,0
DR Smith,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,12,29.0,1,0.0,0.0,2.0,14.5,0,0,19,-6
DS Kulkarni,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,24,32.0,1,0.0,0.0,4.0,8.0,0,0,25,0
MC Henriques,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,18,27.0,0,0.0,0.0,3.0,9.0,0,0,0,0
P Kumar,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,21,31.0,0,0.0,1.0,3.3,9.393939393939394,0,0,-2,-2
S Kaushik,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,24,22.0,2,0.0,0.0,4.0,5.5,0,0,54,4
SK Raina,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,12,15.0,0,0.0,0.0,2.0,7.5,0,0,0,0
TA Boult,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,2016-05-27,26,37.0,1,0.0,0.0,4.2,8.809523809523808,0,0,25,0
Ankit Soni,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,13,31.0,0,0.0,0.0,2.1,14.76190476190476,0,0,-6,-6
B Kumar,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,21,24.0,2,0.0,1.0,3.3,7.272727272727273,0,0,50,0
JP Faulkner,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,12,24.0,0,0.0,0.0,2.0,12.0,0,0,-6,-6
MC Henriques,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,6,12.0,0,0.0,0.0,1.0,12.0,0,0,0,0
MM Patel,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,18,22.0,0,0.0,0.0,3.0,7.333333333333333,0,0,0,0
Mohammad Nabi,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,18,17.0,0,0.0,1.0,3.0,5.666666666666667,0,0,4,4
Mohammed Siraj,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,24,32.0,4,0.0,0.0,4.0,8.0,1,0,108,0
P Kumar,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,25,21.0,2,0.0,3.0,4.1,5.121951219512195,0,0,54,4
PJ Sangwan,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,24,37.0,0,0.0,0.0,4.0,9.25,0,0,-2,-2
RA Jadeja,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,18,19.0,0,0.0,0.0,3.0,6.333333333333333,0,0,2,2
Rashid Khan,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,24,34.0,3,0.0,0.0,4.0,8.5,0,0,75,0
S Kaul,Gujarat Lions,Sunrisers Hyderabad,Green Park,2017-05-13,25,29.0,1,1.0,1.0,4.1,7.073170731707318,0,0,25,0
DL Chahar,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,24,38.0,1,0.0,0.0,4.0,9.5,0,0,23,-2
HH Pandya,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,7,13.0,0,0.0,0.0,1.1,11.818181818181817,0,0,0,0
J Little,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,12,30.0,0,0.0,0.0,2.0,15.0,0,0,-6,-6
M Pathirana,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,26,42.0,2,1.0,1.0,4.2,10.0,0,0,48,-2
M Theekshana,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,24,36.0,0,0.0,0.0,4.0,9.0,0,0,0,0
MM Sharma,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,18,36.0,3,0.0,0.0,3.0,12.0,0,0,69,-6
Mohammed Shami,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,18,29.0,0,0.0,0.0,3.0,9.666666666666666,0,0,-2,-2
Noor Ahmad,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,21,14.0,2,0.0,0.0,3.3,4.242424242424242,0,0,56,6
RA Jadeja,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,24,38.0,1,0.0,0.0,4.0,9.5,0,0,23,-2
Rashid Khan,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,18,44.0,0,0.0,1.0,3.0,14.666666666666666,0,0,-6,-6
TU Deshpande,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2023-05-29,24,56.0,0,0.0,0.0,4.0,14.0,0,0,-6,-6
DJ Mitchell,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,25,51.0,0,0.0,0.0,4.1,12.439024390243905,0,0,-6,-6
Kartik Tyagi,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,26,49.0,0,0.0,1.0,4.2,11.666666666666666,0,0,-6,-6
MJ Santner,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,12,31.0,0,0.0,0.0,2.0,15.5,0,0,-6,-6
MM Sharma,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,26,29.0,3,0.0,0.0,4.2,6.904761904761904,0,0,77,2
Noor Ahmad,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,12,25.0,0,0.0,0.0,2.0,12.5,0,0,-6,-6
RA Jadeja,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,12,29.0,0,0.0,0.0,2.0,14.5,0,0,-6,-6
Rashid Khan,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,24,38.0,2,0.0,2.0,4.0,9.5,0,0,48,-2
S Sandeep Warrier,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,18,28.0,1,0.0,0.0,3.0,9.333333333333334,0,0,23,-2
SN Thakur,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,24,25.0,0,0.0,1.0,4.0,6.25,0,0,2,2
Simarjeet Singh,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,26,58.0,1,0.0,0.0,4.2,13.809523809523808,0,0,19,-6
TU Deshpande,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,26,31.0,2,0.0,0.0,4.2,7.3809523809523805,0,0,50,0
UT Yadav,Gujarat Titans,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",2024-05-10,18,20.0,2,0.0,0.0,3.0,6.666666666666667,0,0,52,2
AR Patel,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,24,37.0,0,0.0,0.0,4.0,9.25,0,0,-2,-2
HH Pandya,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,24,22.0,1,0.0,2.0,4.0,5.5,0,0,29,4
KK Ahmed,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,24,34.0,2,0.0,0.0,4.0,8.5,0,0,50,0
Kuldeep Yadav,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,24,32.0,1,0.0,0.0,4.0,8.0,0,0,25,0
LH Ferguson,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,25,27.0,4,0.0,1.0,4.1,6.585365853658537,1,0,110,2
Mohammed Shami,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,24,30.0,2,0.0,0.0,4.0,7.5,0,0,50,0
Mustafizur Rahman,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,25,22.0,3,1.0,2.0,4.1,5.365853658536586,0,0,79,4
R Tewatia,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,12,22.0,0,0.0,0.0,2.0,11.0,0,0,-4,-4
Rashid Khan,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,25,25.0,1,0.0,0.0,4.1,6.097560975609756,0,0,27,2
SN Thakur,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,26,35.0,0,0.0,0.0,4.2,8.333333333333332,0,0,0,0
V Shankar,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,7,13.0,1,0.0,0.0,1.1,11.818181818181817,0,0,25,0
VR Aaron,Gujarat Titans,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",2022-04-02,6,7.0,0,0.0,1.0,1.0,7.0,0,0,0,0
AR Patel,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,25,16.0,1,0.0,0.0,4.1,3.902439024390244,0,0,31,6
I Sharma,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,13,7.0,3,0.0,0.0,2.1,3.333333333333333,0,0,81,6
KK Ahmed,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,25,17.0,1,0.0,2.0,4.1,4.146341463414634,0,0,31,6
Kuldeep Yadav,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,24,16.0,0,0.0,2.0,4.0,4.0,0,0,6,6
Mukesh Kumar,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,16,11.0,3,0.0,1.0,2.4,4.583333333333334,0,0,81,6
Noor Ahmad,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,11,14.0,0,0.0,1.0,1.5,9.333333333333334,0,0,0,0
Rashid Khan,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,12,12.0,1,0.0,0.0,2.0,6.0,0,0,27,2
S Sandeep Warrier,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,18,40.0,2,0.0,3.0,3.0,13.333333333333334,0,0,44,-6
SH Johnson,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,14,20.0,1,0.0,0.0,2.2,9.09090909090909,0,0,23,-2
T Stubbs,Gujarat Titans,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2024-04-17,7,10.0,2,0.0,0.0,1.1,9.09090909090909,0,0,50,0
AD Russell,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,6,5.0,4,0.0,0.0,1.0,5.0,1,0,108,0
AS Joseph,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,25,29.0,1,0.0,0.0,4.1,7.073170731707318,0,0,25,0
CV Varun,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,20,24.0,0,0.0,0.0,3.2,7.5,0,0,0,0
LH Ferguson,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,25,32.0,1,0.0,0.0,4.1,7.804878048780488,0,0,25,0
Mohammed Shami,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,25,19.0,2,0.0,0.0,4.1,4.634146341463415,0,0,56,6
Rashid Khan,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,24,22.0,2,0.0,0.0,4.0,5.5,0,0,54,4
SP Narine,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,24,31.0,0,0.0,0.0,4.0,7.75,0,0,0,0
Shivam Mavi,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,27,33.0,1,0.0,0.0,4.3,7.674418604651163,0,0,25,0
TG Southee,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,26,22.0,3,0.0,2.0,4.2,5.238095238095238,0,0,79,4
UT Yadav,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,24,31.0,1,0.0,1.0,4.0,7.75,0,0,25,0
Yash Dayal,Gujarat Titans,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",2022-04-23,26,39.0,2,0.0,0.0,4.2,9.285714285714285,0,0,48,-2
AS Joseph,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,24,27.0,2,0.0,1.0,4.0,6.75,0,0,52,2
CV Varun,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,13,22.0,0,0.0,0.0,2.1,10.476190476190476,0,0,-4,-4
J Little,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,27,42.0,1,0.0,0.0,4.3,9.767441860465116,0,0,23,-2
LH Ferguson,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,25,34.0,0,0.0,2.0,4.1,8.292682926829269,0,0,0,0
Mohammed Shami,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,24,28.0,1,0.0,0.0,4.0,7.0,0,0,25,0
Rashid Khan,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,24,37.0,3,0.0,0.0,4.0,9.25,0,0,73,-2
SN Thakur,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,19,39.0,0,1.0,1.0,3.1,12.580645161290322,0,0,-6,-6
SP Narine,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,25,32.0,3,0.0,0.0,4.1,7.804878048780488,0,0,75,0
Suyash Sharma,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,25,34.0,1,0.0,0.0,4.1,8.292682926829269,0,0,25,0
UT Yadav,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,19,23.0,0,0.0,1.0,3.1,7.419354838709677,0,0,0,0
Yash Dayal,Gujarat Titans,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",2023-04-09,24,69.0,0,0.0,0.0,4.0,17.25,0,0,-6,-6
AS Joseph,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,12,14.0,0,0.0,0.0,2.0,7.0,0,0,0,0
Avesh Khan,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,25,25.0,2,0.0,0.0,4.1,6.097560975609756,0,0,52,2
HH Pandya,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,6,8.0,0,0.0,0.0,1.0,8.0,0,0,0,0
JO Holder,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,27,38.0,1,0.0,1.0,4.3,8.837209302325581,0,0,25,0
KH Pandya,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,24,24.0,0,0.0,0.0,4.0,6.0,0,0,2,2
Mohammed Shami,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,19,4.0,1,0.0,0.0,3.1,1.2903225806451613,0,0,31,6
Mohsin Khan,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,24,18.0,1,0.0,0.0,4.0,4.5,0,0,31,6
PVD Chameera,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,26,32.0,0,0.0,0.0,4.2,7.619047619047619,0,0,0,0
R Sai Kishore,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,12,7.0,2,0.0,0.0,2.0,3.5,0,0,56,6
Rashid Khan,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,25,22.0,5,0.0,0.0,4.1,5.365853658536586,0,1,145,4
Yash Dayal,Gujarat Titans,Lucknow Super Giants,"Maharashtra Cricket Association Stadium, Pune",2022-05-10,12,24.0,2,0.0,0.0,2.0,12.0,0,0,44,-6
A Mishra,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,12,9.0,1,0.0,0.0,2.0,4.5,0,0,31,6
Avesh Khan,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,18,21.0,0,0.0,0.0,3.0,7.0,0,0,0,0
HH Pandya,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
J Yadav,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,24,26.0,0,0.0,0.0,4.0,6.5,0,0,2,2
KH Pandya,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,24,16.0,2,0.0,0.0,4.0,4.0,0,0,56,6
MM Sharma,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,18,17.0,4,0.0,0.0,3.0,5.666666666666667,1,0,112,4
MP Stoinis,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,18,20.0,2,0.0,0.0,3.0,6.666666666666667,0,0,52,2
Mohammed Shami,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,18,18.0,0,0.0,1.0,3.0,6.0,0,0,2,2
Naveen-ul-Haq,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,24,19.0,1,0.0,1.0,4.0,4.75,0,0,31,6
Noor Ahmad,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,24,18.0,2,0.0,0.0,4.0,4.5,0,0,56,6
R Tewatia,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,7,7.0,0,0.0,0.0,1.1,6.363636363636363,0,0,0,0
Rashid Khan,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,24,33.0,1,0.0,0.0,4.0,8.25,0,0,25,0
Ravi Bishnoi,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-04-22,24,49.0,0,0.0,0.0,4.0,12.25,0,0,-6,-6
AS Joseph,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,6,5.0,0,0.0,0.0,1.0,5.0,0,0,0,0
Avesh Khan,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,24,34.0,1,0.0,1.0,4.0,8.5,0,0,25,0
HH Pandya,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,20,35.0,0,0.0,0.0,3.2,10.9375,0,0,-4,-4
KH Pandya,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,24,38.0,0,0.0,0.0,4.0,9.5,0,0,-2,-2
KR Mayers,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,6,14.0,0,0.0,0.0,1.0,14.0,0,0,0,0
MM Sharma,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,25,28.0,4,0.0,0.0,4.1,6.829268292682928,1,0,110,2
MP Stoinis,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,6,20.0,0,0.0,0.0,1.0,20.0,0,0,0,0
Mohammed Shami,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,25,36.0,1,0.0,2.0,4.1,8.78048780487805,0,0,25,0
Mohsin Khan,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,20,40.0,1,0.0,0.0,3.2,12.5,0,0,19,-6
Noor Ahmad,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,25,25.0,1,0.0,1.0,4.1,6.097560975609756,0,0,27,2
Rashid Khan,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,24,34.0,1,0.0,0.0,4.0,8.5,0,0,25,0
Ravi Bishnoi,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,13,20.0,0,0.0,0.0,2.1,9.523809523809524,0,0,-2,-2
Swapnil Singh,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,6,7.0,0,0.0,0.0,1.0,7.0,0,0,0,0
Yash Thakur,Gujarat Titans,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",2023-05-07,25,47.0,0,0.0,0.0,4.1,11.463414634146345,0,0,-6,-6
AK Markram,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,7,14.0,0,0.0,0.0,1.1,12.727272727272728,0,0,0,0
Akash Deep,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,19,32.0,0,0.0,0.0,3.1,10.32258064516129,0,0,-4,-4
Arshad Khan,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,12,11.0,0,0.0,0.0,2.0,5.5,0,0,4,4
Avesh Khan,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,24,32.0,1,0.0,0.0,4.0,8.0,0,0,25,0
DS Rathi,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,24,30.0,1,0.0,0.0,4.0,7.5,0,0,25,0
M Prasidh Krishna,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,25,24.0,2,0.0,0.0,4.1,5.853658536585367,0,0,54,4
Mohammed Siraj,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,25,45.0,0,0.0,0.0,4.1,10.975609756097562,0,0,-4,-4
R Sai Kishore,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,9,35.0,0,0.0,0.0,1.3,26.923076923076923,0,0,0,0
Rashid Khan,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,25,34.0,1,0.0,0.0,4.1,8.292682926829269,0,0,25,0
Ravi Bishnoi,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,28,32.0,2,0.0,0.0,4.4,7.272727272727272,0,0,50,0
SN Thakur,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,27,31.0,2,0.0,0.0,4.3,7.209302325581396,0,0,50,0
Washington Sundar,Gujarat Titans,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2025-04-12,24,28.0,1,1.0,0.0,4.0,7.0,0,0,25,0
Arjun Tendulkar,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,12,9.0,1,0.0,0.0,2.0,4.5,0,0,31,6
C Green,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,12,39.0,0,0.0,0.0,2.0,19.5,0,0,-6,-6
HH Pandya,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,12,10.0,1,4.0,0.0,2.0,5.0,0,0,29,4
J Little,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,12,18.0,0,0.0,0.0,2.0,9.0,0,0,0,0
JP Behrendorff,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,26,35.0,1,0.0,0.0,4.2,8.333333333333332,0,0,25,0
K Kartikeya,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,24,39.0,1,0.0,0.0,4.0,9.75,0,0,23,-2
MM Sharma,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,24,38.0,3,0.0,0.0,4.0,9.5,0,0,73,-2
Mohammed Shami,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,25,17.0,0,0.0,0.0,4.1,4.146341463414634,0,0,6,6
Noor Ahmad,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,24,37.0,3,0.0,0.0,4.0,9.25,0,0,73,-2
PP Chawla,Gujarat Titans,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",2023-04-25,25,33.0,2,0.0,0.0,4.1,8.048780487804878,0,0,50,0
