batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus,last_5_avg,last_5_sr,career_avg,career_sr,venue_avg
A Mishra,Delhi Daredevils,Rajasthan Royals,SuperSport Park,2009-04-28,0.0,4,0,0,1,0.0,0,0,-2.0,0,9.25,54.21875,6.927272727272728,85.97639436040085,4.333333333333333
A Mishra,Chennai Super Kings,Delhi Daredevils,New Wanderers Stadium,2009-05-02,11.0,8,1,1,0,137.5,0,0,16.0,2,9.6,70.875,6.927272727272728,85.97639436040085,11.0
A Mishra,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0,9.2,68.20833333333333,6.927272727272728,85.97639436040085,2.0
A Mishra,Delhi Daredevils,Mumbai Indians,SuperSport Park,2009-05-21,13.0,4,1,1,0,325.0,0,0,22.0,6,5.6,113.83333333333333,6.927272727272728,85.97639436040085,4.333333333333333
A Mishra,Delhi Daredevils,Deccan Chargers,SuperSport Park,2009-05-22,0.0,1,0,0,0,0.0,0,0,0.0,0,5.2,105.83333333333333,6.927272727272728,85.97639436040085,4.333333333333333
A Mishra,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2010-03-17,3.0,5,0,0,1,60.0,0,0,1.0,0,5.8,117.83333333333333,6.927272727272728,85.97639436040085,7.0
A Mishra,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,2010-03-19,6.0,3,1,0,0,200.0,0,0,7.0,0,4.8,130.33333333333331,6.927272727272728,85.97639436040085,7.0
A Mishra,Deccan Chargers,Delhi Daredevils,Barabati Stadium,2010-03-21,0.0,1,0,0,1,0.0,0,0,-2.0,0,4.4,117.0,6.927272727272728,85.97639436040085,0.5
A Mishra,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2010-04-07,4.0,6,0,0,0,66.66666666666666,0,0,4.0,0,2.6,65.33333333333333,6.927272727272728,85.97639436040085,10.2
A Mishra,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2010-04-11,10.0,12,0,0,0,83.33333333333334,0,0,10.0,0,4.6,82.0,6.927272727272728,85.97639436040085,7.0
A Mishra,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,2010-04-13,12.0,17,0,0,1,70.58823529411765,0,0,10.0,0,6.4,84.11764705882354,6.927272727272728,85.97639436040085,6.5
A Mishra,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2010-04-18,4.0,10,0,0,1,40.0,0,0,2.0,0,6.0,52.117647058823536,6.927272727272728,85.97639436040085,7.0
A Mishra,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2011-04-09,2.0,2,0,0,0,100.0,0,0,2.0,0,6.4,72.11764705882354,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2011-04-11,12.0,6,1,1,0,200.0,0,0,21.0,6,8.0,98.78431372549021,6.927272727272728,85.97639436040085,10.2
A Mishra,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2011-04-16,0.0,1,0,0,1,0.0,0,0,-2.0,0,6.0,82.11764705882354,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011-04-24,25.0,19,4,0,1,131.57894736842107,0,0,29.0,2,8.6,94.3157894736842,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Kochi Tuskers Kerala,Deccan Chargers,Nehru Stadium,2011-04-27,0.0,1,0,0,1,0.0,0,0,-2.0,0,7.8,86.3157894736842,6.927272727272728,85.97639436040085,0.0
A Mishra,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",2011-05-01,2.0,5,0,0,2,40.0,0,0,-2.0,0,7.8,74.3157894736842,6.927272727272728,85.97639436040085,7.0
A Mishra,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",2011-05-03,9.0,10,0,0,0,90.0,0,0,9.0,0,7.2,52.315789473684205,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",2011-05-10,0.0,1,0,0,1,0.0,0,0,-2.0,0,7.2,52.315789473684205,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2011-05-14,18.0,7,4,0,0,257.1428571428572,0,0,28.0,6,5.8,77.42857142857144,6.927272727272728,85.97639436040085,7.0
A Mishra,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2012-04-09,0.0,2,0,0,1,0.0,0,0,-2.0,0,5.8,77.42857142857144,6.927272727272728,85.97639436040085,2.0
A Mishra,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2012-04-19,6.0,7,0,0,0,85.71428571428571,0,0,6.0,0,6.6,86.57142857142858,6.927272727272728,85.97639436040085,7.0
A Mishra,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,2012-04-22,1.0,1,0,0,0,100.0,0,0,1.0,0,5.0,88.57142857142858,6.927272727272728,85.97639436040085,0.5
A Mishra,Mumbai Indians,Deccan Chargers,Wankhede Stadium,2012-04-29,1.0,6,0,0,1,16.666666666666664,0,0,-1.0,0,5.2,91.90476190476191,6.927272727272728,85.97639436040085,7.0
A Mishra,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2012-05-08,8.0,5,1,0,0,160.0,0,0,9.0,0,3.2,72.47619047619048,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,2013-04-12,16.0,14,2,0,0,114.28571428571428,0,0,18.0,0,6.4,95.33333333333333,6.927272727272728,85.97639436040085,7.0
A Mishra,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,2013-04-14,1.0,1,0,0,0,100.0,0,0,1.0,0,5.4,98.19047619047619,6.927272727272728,85.97639436040085,10.2
A Mishra,Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,2013-04-17,30.0,26,3,0,0,115.38461538461536,0,0,33.0,0,11.2,101.26739926739927,6.927272727272728,85.97639436040085,30.0
A Mishra,Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",2013-04-25,15.0,21,2,0,1,71.42857142857143,0,0,15.0,0,14.0,112.21978021978023,6.927272727272728,85.97639436040085,7.0
A Mishra,Rajasthan Royals,Sunrisers Hyderabad,Sawai Mansingh Stadium,2013-04-27,21.0,33,2,0,1,63.63636363636363,0,0,19.0,-2,16.6,92.94705294705294,6.927272727272728,85.97639436040085,12.5
A Mishra,Sunrisers Hyderabad,Chennai Super Kings,"Rajiv Gandhi International Stadium, Uppal",2013-05-08,6.0,8,0,0,0,75.0,0,0,6.0,0,14.6,85.08991008991009,6.927272727272728,85.97639436040085,7.142857142857143
A Mishra,Kings XI Punjab,Sunrisers Hyderabad,Sharjah Cricket Stadium,2014-04-22,4.0,5,0,0,0,80.0,0,0,4.0,0,15.2,81.08991008991009,6.927272727272728,85.97639436040085,4.0
A Mishra,Rajasthan Royals,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",2014-05-08,0.0,2,0,0,1,0.0,0,0,-2.0,0,9.2,58.01298701298701,6.927272727272728,85.97639436040085,0.0
A Mishra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2015-04-09,4.0,5,0,0,1,80.0,0,0,2.0,0,7.0,59.72727272727273,6.927272727272728,85.97639436040085,7.0
A Mishra,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,2015-04-20,1.0,1,0,0,0,100.0,0,0,1.0,0,3.0,67.0,6.927272727272728,85.97639436040085,7.0
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2015-04-26,2.0,4,0,0,1,50.0,0,0,0.0,0,2.2,62.0,6.927272727272728,85.97639436040085,7.0
A Mishra,Rajasthan Royals,Delhi Daredevils,Brabourne Stadium,2015-05-03,1.0,3,0,0,0,33.33333333333333,0,0,1.0,0,1.6,52.666666666666664,6.927272727272728,85.97639436040085,6.5
A Mishra,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2016-04-10,3.0,9,0,0,1,33.33333333333333,0,0,1.0,0,2.2,59.33333333333333,6.927272727272728,85.97639436040085,10.2
A Mishra,Mumbai Indians,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016-05-15,1.0,5,0,0,1,20.0,0,0,-1.0,0,1.6,47.33333333333333,6.927272727272728,85.97639436040085,2.0
A Mishra,Royal Challengers Bangalore,Delhi Daredevils,M.Chinnaswamy Stadium,2017-04-08,8.0,14,0,0,0,57.14285714285714,0,0,8.0,0,3.0,38.76190476190476,6.927272727272728,85.97639436040085,8.0
A Mishra,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",2017-04-30,4.0,11,0,0,0,36.36363636363637,0,0,4.0,0,3.4,36.03463203463203,6.927272727272728,85.97639436040085,4.0
A Mishra,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,2017-05-06,9.0,15,0,0,0,60.0,0,0,9.0,0,5.0,41.36796536796537,6.927272727272728,85.97639436040085,7.0
A Mishra,Gujarat Lions,Delhi Daredevils,Green Park,2017-05-10,8.0,2,2,0,0,400.0,0,0,10.0,0,6.0,114.7012987012987,6.927272727272728,85.97639436040085,8.0
A Mishra,Delhi Daredevils,Rising Pune Supergiant,Feroz Shah Kotla,2017-05-12,13.0,10,0,1,0,130.0,0,0,17.0,2,8.4,136.7012987012987,6.927272727272728,85.97639436040085,7.0
A Mishra,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2017-05-14,7.0,4,0,1,1,175.0,0,0,7.0,0,8.2,160.27272727272728,6.927272727272728,85.97639436040085,7.0
A Mishra,Kings XI Punjab,Delhi Daredevils,Arun Jaitley Stadium,2018-04-23,1.0,2,0,0,0,50.0,0,0,1.0,0,7.6,163.0,6.927272727272728,85.97639436040085,3.5
A Mishra,Mumbai Indians,Delhi Capitals,Arun Jaitley Stadium,2019-04-18,6.0,9,0,0,0,66.66666666666666,0,0,6.0,0,7.0,164.33333333333331,6.927272727272728,85.97639436040085,3.5
A Mishra,Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,2019-05-01,8.0,11,1,0,1,72.72727272727273,0,0,7.0,0,7.0,98.87878787878788,6.927272727272728,85.97639436040085,8.0
A Mishra,Sunrisers Hyderabad,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-08,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,4.6,79.54545454545455,6.927272727272728,85.97639436040085,2.0
A Mishra,Delhi Capitals,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2019-05-10,6.0,3,1,0,0,200.0,0,0,7.0,0,4.4,84.54545454545455,6.927272727272728,85.97639436040085,2.0
A Mishra,Royal Challengers Bangalore,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2023-05-01,19.0,30,2,0,1,63.33333333333333,0,0,17.0,-2,8.0,87.21212121212122,6.927272727272728,85.97639436040085,19.0
A Mithun,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2010-04-04,5.0,4,1,0,1,125.0,0,0,4.0,0,5.0,125.0,5.666666666666667,117.55952380952381,2.5
A Mithun,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,2011-04-26,0.0,2,0,0,1,0.0,0,0,-2.0,0,2.5,62.5,5.666666666666667,117.55952380952381,2.5
A Mithun,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,2011-05-06,6.0,3,1,0,0,200.0,0,0,7.0,0,3.6666666666666665,108.33333333333333,5.666666666666667,117.55952380952381,6.0
A Mithun,Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,2011-05-17,10.0,7,0,1,1,142.85714285714286,0,0,12.0,2,5.25,116.96428571428572,5.666666666666667,117.55952380952381,10.0
A Mithun,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2011-05-28,11.0,8,2,0,1,137.5,0,0,13.0,2,6.4,121.07142857142858,5.666666666666667,117.55952380952381,11.0
A Mithun,Kolkata Knight Riders,Royal Challengers Bangalore,JSCA International Stadium Complex,2013-05-12,2.0,2,0,0,1,100.0,0,0,0.0,0,5.8,116.07142857142858,5.666666666666667,117.55952380952381,2.0
A Mukund,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",2008-05-24,0.0,1,0,0,1,0.0,0,0,-2.0,0,0.0,0.0,9.5,43.18181818181818,0.0
A Mukund,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,2013-04-29,19.0,22,1,0,1,86.36363636363636,0,0,18.0,0,9.5,43.18181818181818,9.5,43.18181818181818,19.0
A Nehra,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",2008-04-23,1.0,2,0,0,0,50.0,0,0,1.0,0,1.0,50.0,2.411764705882353,37.05882352941177,0.3333333333333333
A Nehra,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",2008-04-25,2.0,10,0,0,0,20.0,0,0,2.0,0,1.5,35.0,2.411764705882353,37.05882352941177,2.0
A Nehra,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,2008-05-21,0.0,1,0,0,0,0.0,0,0,0.0,0,1.0,23.333333333333332,2.411764705882353,37.05882352941177,0.3333333333333333
A Nehra,Delhi Daredevils,Kings XI Punjab,OUTsurance Oval,2009-05-15,1.0,1,0,0,0,100.0,0,0,1.0,0,1.0,42.5,2.411764705882353,37.05882352941177,1.0
A Nehra,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,2010-04-11,1.0,4,0,0,1,25.0,0,0,-1.0,0,1.0,39.0,2.411764705882353,37.05882352941177,11.5
A Nehra,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,2010-04-18,22.0,16,2,1,0,137.5,0,0,28.0,2,5.2,56.5,2.411764705882353,37.05882352941177,11.5
A Nehra,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",2012-04-12,2.0,5,0,0,1,40.0,0,0,0.0,0,5.2,60.5,2.411764705882353,37.05882352941177,2.0
A Nehra,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,2012-05-13,9.0,8,1,0,0,112.5,0,0,10.0,0,7.0,83.0,2.411764705882353,37.05882352941177,9.0
A Nehra,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,2013-04-03,0.0,1,0,0,1,0.0,0,0,-2.0,0,6.8,63.0,2.411764705882353,37.05882352941177,0.5
A Nehra,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,2013-04-09,1.0,5,0,0,1,20.0,0,0,-1.0,0,6.8,62.0,2.411764705882353,37.05882352941177,0.3333333333333333
A Nehra,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2013-05-04,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.4,34.5,2.411764705882353,37.05882352941177,0.5
A Nehra,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",2013-05-14,0.0,1,0,0,1,0.0,0,0,-2.0,0,2.0,26.5,2.411764705882353,37.05882352941177,0.3333333333333333
A Nehra,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,2015-04-22,0.0,1,0,0,0,0.0,0,0,0.0,0,0.2,4.0,2.411764705882353,37.05882352941177,0.0
A Nehra,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,2015-04-30,1.0,4,0,0,0,25.0,0,0,1.0,0,0.4,9.0,2.411764705882353,37.05882352941177,0.5
A Nehra,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",2015-05-04,0.0,1,0,0,1,0.0,0,0,-2.0,0,0.2,5.0,2.411764705882353,37.05882352941177,0.3333333333333333
A Nehra,Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2015-05-19,0.0,1,0,0,1,0.0,0,0,-2.0,0,0.2,5.0,2.411764705882353,37.05882352941177,0.3333333333333333
A Nehra,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2016-05-12,1.0,1,0,0,0,100.0,0,0,1.0,0,0.4,25.0,2.411764705882353,37.05882352941177,0.5
A Nortje,Delhi Capitals,Kings XI Punjab,Dubai International Cricket Stadium,2020-09-20,3.0,1,0,0,0,300.0,0,0,3.0,0,3.0,300.0,3.769230769230769,95.05494505494507,2.0
A Nortje,Sunrisers Hyderabad,Delhi Capitals,Sheikh Zayed Stadium,2020-09-29,3.0,2,0,0,0,150.0,0,0,3.0,0,3.0,225.0,3.769230769230769,95.05494505494507,3.0
A Nortje,Sunrisers Hyderabad,Delhi Capitals,Dubai International Cricket Stadium,2020-10-27,1.0,3,0,0,1,33.33333333333333,0,0,-1.0,0,2.3333333333333335,161.11111111111111,3.769230769230769,95.05494505494507,2.0
A Nortje,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022-05-08,1.0,7,0,0,0,14.285714285714285,0,0,1.0,0,2.0,124.4047619047619,3.769230769230769,95.05494505494507,1.0
A Nortje,Delhi Capitals,Gujarat Titans,"Arun Jaitley Stadium, Delhi",2023-04-04,4.0,2,1,0,0,200.0,0,0,5.0,0,2.4,139.52380952380952,3.769230769230769,95.05494505494507,2.25
A Nortje,Rajasthan Royals,Delhi Capitals,"Barsapara Cricket Stadium, Guwahati",2023-04-08,0.0,1,0,0,1,0.0,0,0,-2.0,0,1.8,79.52380952380952,3.769230769230769,95.05494505494507,0.0
A Nortje,Delhi Capitals,Mumbai Indians,"Arun Jaitley Stadium, Delhi",2023-04-11,5.0,3,1,0,1,166.66666666666669,0,0,4.0,0,2.2,82.85714285714286,3.769230769230769,95.05494505494507,2.25
A Nortje,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,23.0,14,4,0,0,164.28571428571428,0,0,31.0,4,6.6,109.04761904761907,3.769230769230769,95.05494505494507,23.0
A Nortje,Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2023-04-24,2.0,2,0,0,0,100.0,0,0,2.0,0,6.8,126.19047619047619,3.769230769230769,95.05494505494507,2.0
A Nortje,Delhi Capitals,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023-05-02,3.0,6,0,0,0,50.0,0,0,3.0,0,6.6,96.19047619047619,3.769230769230769,95.05494505494507,3.0
A Nortje,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-20,0.0,1,0,0,0,0.0,0,0,0.0,0,6.6,96.19047619047619,3.769230769230769,95.05494505494507,2.25
A Nortje,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024-04-03,4.0,7,0,0,1,57.14285714285714,0,0,2.0,0,6.4,74.28571428571429,3.769230769230769,95.05494505494507,4.0
A Nortje,Sunrisers Hyderabad,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2024-04-20,0.0,2,0,0,1,0.0,0,0,-2.0,0,1.8,41.42857142857143,3.769230769230769,95.05494505494507,2.25
A Raghuvanshi,Kolkata Knight Riders,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024-04-03,54.0,28,5,3,1,192.8571428571429,1,0,77.0,6,54.0,192.8571428571429,25.615384615384617,140.12580134537538,54.0
A Raghuvanshi,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2024-04-08,24.0,18,3,1,1,133.33333333333331,0,0,29.0,2,39.0,163.0952380952381,25.615384615384617,140.12580134537538,24.0
A Raghuvanshi,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",2024-04-14,7.0,6,0,1,1,116.66666666666669,0,0,7.0,0,28.333333333333332,147.61904761904762,25.615384615384617,140.12580134537538,20.833333333333332
A Raghuvanshi,Kolkata Knight Riders,Rajasthan Royals,"Eden Gardens, Kolkata",2024-04-16,30.0,18,5,0,1,166.66666666666669,0,0,37.0,4,28.75,152.3809523809524,25.615384615384617,140.12580134537538,20.833333333333332
A Raghuvanshi,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",2024-04-21,3.0,4,0,0,1,75.0,0,0,1.0,0,23.6,136.90476190476193,25.615384615384617,140.12580134537538,20.833333333333332
A Raghuvanshi,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2024-05-03,13.0,7,0,2,1,185.7142857142857,0,0,21.0,6,15.4,135.47619047619048,25.615384615384617,140.12580134537538,19.5
A Raghuvanshi,Kolkata Knight Riders,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024-05-05,32.0,28,3,1,1,114.28571428571428,0,0,35.0,0,17.0,131.66666666666666,25.615384615384617,140.12580134537538,32.0
A Raghuvanshi,Kolkata Knight Riders,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",2025-03-22,30.0,22,2,1,1,136.36363636363637,0,0,34.0,2,21.6,135.6060606060606,25.615384615384617,140.12580134537538,20.833333333333332
A Raghuvanshi,Rajasthan Royals,Kolkata Knight Riders,"Barsapara Cricket Stadium, Guwahati",2025-03-26,22.0,17,2,0,0,129.41176470588235,0,0,24.0,0,20.0,128.15508021390374,25.615384615384617,140.12580134537538,22.0
A Raghuvanshi,Kolkata Knight Riders,Mumbai Indians,"Wankhede Stadium, Mumbai",2025-03-31,26.0,16,3,1,1,162.5,0,0,33.0,4,24.6,145.65508021390374,25.615384615384617,140.12580134537538,19.5
A Raghuvanshi,Kolkata Knight Riders,Sunrisers Hyderabad,"Eden Gardens, Kolkata",2025-04-03,50.0,32,5,2,1,156.25,1,0,69.0,4,32.0,139.7622230710466,25.615384615384617,140.12580134537538,20.833333333333332
A Raghuvanshi,Lucknow Super Giants,Kolkata Knight Riders,"Eden Gardens, Kolkata",2025-04-08,5.0,4,1,0,1,125.0,0,0,4.0,0,26.6,141.90508021390374,25.615384615384617,140.12580134537538,20.833333333333332
A Raghuvanshi,Punjab Kings,Kolkata Knight Riders,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2025-04-15,37.0,29,5,1,1,127.58620689655172,0,0,42.0,0,28.0,140.1495943204868,25.615384615384617,140.12580134537538,37.0
A Singh,Delhi Daredevils,Rajasthan Royals,OUTsurance Oval,2009-05-17,0.0,1,0,0,1,0.0,0,0,-2.0,0,0.0,0.0,0.4,20.0,0.0
A Singh,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,2009-05-20,1.0,2,0,0,0,50.0,0,0,1.0,0,0.5,25.0,0.4,20.0,1.0
A Singh,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011-04-17,0.0,2,0,0,1,0.0,0,0,-2.0,0,0.3333333333333333,16.666666666666668,0.4,20.0,0.0
A Singh,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,2011-05-09,1.0,2,0,0,1,50.0,0,0,-1.0,0,0.5,25.0,0.4,20.0,1.0
A Singh,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,2012-04-11,0.0,3,0,0,1,0.0,0,0,-2.0,0,0.4,20.0,0.4,20.0,0.0
A Symonds,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,2008-04-20,32.0,41,2,2,1,78.04878048780488,0,0,36.0,0,32.0,78.04878048780488,27.055555555555557,112.45932604931554,38.5
A Symonds,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",2008-04-22,12.0,13,2,0,1,92.3076923076923,0,0,12.0,0,22.0,85.17823639774859,27.055555555555557,112.45932604931554,57.666666666666664
A Symonds,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2008-04-24,117.0,57,11,7,0,205.26315789473685,0,1,164.0,6,53.666666666666664,125.20654356341134,27.055555555555557,112.45932604931554,57.666666666666664
A Symonds,Deccan Chargers,Kings XI Punjab,De Beers Diamond Oval,2009-05-09,60.0,37,2,4,0,162.16216216216216,1,0,82.0,4,55.25,134.44544821309904,27.055555555555557,112.45932604931554,45.0
A Symonds,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,2009-05-11,30.0,19,2,1,1,157.89473684210526,0,0,36.0,4,50.2,139.1353059389003,27.055555555555557,112.45932604931554,45.0
A Symonds,Deccan Chargers,Delhi Daredevils,Kingsmead,2009-05-13,41.0,23,3,2,1,178.26086956521738,0,0,52.0,6,52.0,159.1777237543828,27.055555555555557,112.45932604931554,41.0
A Symonds,Deccan Chargers,Kolkata Knight Riders,New Wanderers Stadium,2009-05-16,18.0,13,0,1,1,138.46153846153845,0,0,20.0,2,53.2,168.408492985152,27.055555555555557,112.45932604931554,25.333333333333332
A Symonds,Deccan Chargers,Kings XI Punjab,New Wanderers Stadium,2009-05-17,25.0,26,1,0,1,96.15384615384616,0,0,24.0,0,34.8,146.5866306369739,27.055555555555557,112.45932604931554,25.333333333333332
A Symonds,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,2009-05-21,18.0,17,1,1,1,105.88235294117648,0,0,19.0,0,26.4,135.33066879277675,27.055555555555557,112.45932604931554,21.0
A Symonds,Delhi Daredevils,Deccan Chargers,SuperSport Park,2009-05-22,24.0,15,2,1,1,160.0,0,0,30.0,4,25.2,135.75172142435568,27.055555555555557,112.45932604931554,21.0
