batsman,team1,team2,venue,date,runs,delivery,4s,6s,ducks,strike_rate,50s,100s,points,sr_bonus
RJ Harris,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,3.0,10,0,0,1,30.0,0,0,1.0,0
Y Venugopal Rao,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,2010-04-24,24.0,27,2,1,1,88.88888888888889,0,0,26.0,0
AB de Villiers,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,47.0,17,5,3,0,276.4705882352941,0,0,64.0,6
AUK Pathan,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,4.0,4,0,0,1,100.0,0,0,2.0,0
CH Gayle,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,26.0,23,1,2,1,113.04347826086956,0,0,29.0,0
CL White,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,45.0,25,2,3,1,180.0,0,0,57.0,6
DJ Harris,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,47.0,42,2,4,0,111.90476190476193,0,0,57.0,0
J Syed Mohammad,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,4.0,1,1,0,0,400.0,0,0,5.0,0
KC Sangakkara,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,10.0,3,1,1,0,333.33333333333337,0,0,19.0,6
MA Agarwal,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,18.0,7,1,2,1,257.1428571428572,0,0,27.0,6
S Dhawan,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,73.0,53,10,1,1,137.73584905660377,1,0,93.0,2
TM Dilshan,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,71.0,56,8,2,1,126.78571428571428,1,0,89.0,0
V Kohli,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,2012-05-06,9.0,9,1,0,1,100.0,0,0,8.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,17.0,17,1,1,1,100.0,0,0,18.0,0
AD Nath,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,19.0,12,4,0,1,158.33333333333331,0,0,25.0,4
AR Patel,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,4.0,1,1,0,0,400.0,0,0,5.0,0
CA Ingram,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,22.0,22,2,1,1,100.0,0,0,24.0,0
CH Morris,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,0.0,3,0,0,1,0.0,0,0,-2.0,0
MM Ali,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,32.0,19,1,3,1,168.42105263157893,0,0,41.0,4
MP Stoinis,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,15.0,17,0,1,1,88.23529411764706,0,0,15.0,0
Mohammed Siraj,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,1.0,5,0,0,1,20.0,0,0,-1.0,0
P Negi,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,0.0,1,0,0,1,0.0,0,0,-2.0,0
PA Patel,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,9.0,10,1,0,1,90.0,0,0,8.0,0
PP Shaw,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,28.0,22,5,0,1,127.27272727272728,0,0,31.0,0
R Tewatia,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,1.0,2,0,0,0,50.0,0,0,1.0,0
RR Pant,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,18.0,14,2,0,1,128.57142857142858,0,0,18.0,0
S Dhawan,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,0.0,1,0,0,1,0.0,0,0,-2.0,0
SS Iyer,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,67.0,55,8,2,1,121.81818181818184,1,0,85.0,0
TG Southee,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,9.0,9,0,0,0,100.0,0,0,9.0,0
V Kohli,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,41.0,33,1,2,1,124.24242424242424,0,0,44.0,0
YS Chahal,Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,2019-04-07,1.0,1,0,0,0,100.0,0,0,1.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,35.0,21,1,2,0,166.66666666666669,0,0,44.0,4
AM Rahane,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,60.0,46,5,1,1,130.43478260869566,1,0,75.0,2
CH Morris,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,0.0,2,0,0,1,0.0,0,0,-2.0,0
D Padikkal,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,50.0,43,5,0,1,116.27906976744188,1,0,61.0,0
I Udana,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,4.0,2,1,0,1,200.0,0,0,3.0,0
JR Philippe,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,12.0,18,1,0,1,66.66666666666666,0,0,9.0,-2
MP Stoinis,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,10.0,6,0,1,0,166.66666666666669,0,0,16.0,4
PP Shaw,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,9.0,6,2,0,1,150.0,0,0,9.0,0
RR Pant,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,8.0,8,1,0,0,100.0,0,0,9.0,0
S Dhawan,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,54.0,41,6,0,1,131.70731707317074,1,0,68.0,2
S Dube,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,17.0,11,2,1,1,154.54545454545453,0,0,23.0,4
SS Iyer,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,7.0,10,0,0,1,70.0,0,0,5.0,0
Shahbaz Ahmed,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,1.0,1,0,0,0,100.0,0,0,1.0,0
V Kohli,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,29.0,24,2,1,1,120.83333333333331,0,0,31.0,0
Washington Sundar,Royal Challengers Bangalore,Delhi Capitals,Sheikh Zayed Stadium,2020-11-02,0.0,1,0,0,0,0.0,0,0,0.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,75.0,43,3,5,0,174.41860465116278,1,0,102.0,6
D Padikkal,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,17.0,14,3,0,1,121.42857142857142,0,0,18.0,0
DR Sams,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,3.0,2,0,0,0,150.0,0,0,3.0,0
GJ Maxwell,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,25.0,20,1,2,1,125.0,0,0,28.0,0
MP Stoinis,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,22.0,17,3,0,1,129.41176470588235,0,0,23.0,0
PP Shaw,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,21.0,18,3,0,1,116.66666666666669,0,0,22.0,0
RM Patidar,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,31.0,22,0,2,1,140.9090909090909,0,0,35.0,2
RR Pant,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,58.0,50,6,0,0,116.0,1,0,72.0,0
S Dhawan,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,6.0,7,1,0,1,85.71428571428571,0,0,5.0,0
SO Hetmyer,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,53.0,25,2,4,0,212.0,1,0,77.0,6
SPD Smith,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,4.0,5,1,0,1,80.0,0,0,3.0,0
V Kohli,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,12.0,12,2,0,1,100.0,0,0,12.0,0
Washington Sundar,Royal Challengers Bangalore,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",2021-04-27,6.0,9,0,0,1,66.66666666666666,0,0,4.0,0
AR Patel,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,10.0,7,1,0,0,142.85714285714286,0,0,13.0,2
Anuj Rawat,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,0.0,1,0,0,1,0.0,0,0,-2.0,0
DA Warner,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,66.0,40,4,5,1,165.0,1,0,90.0,4
F du Plessis,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,8.0,12,2,0,1,66.66666666666666,0,0,8.0,0
GJ Maxwell,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,55.0,35,7,2,1,157.14285714285714,1,0,76.0,4
KD Karthik,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,66.0,34,5,5,0,194.11764705882356,1,0,95.0,6
Kuldeep Yadav,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,10.0,7,2,0,0,142.85714285714286,0,0,14.0,2
Lalit Yadav,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,1.0,5,0,0,1,20.0,0,0,-1.0,0
MR Marsh,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,14.0,24,0,0,0,58.333333333333336,0,0,10.0,-4
PP Shaw,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,16.0,13,1,1,1,123.07692307692308,0,0,17.0,0
R Powell,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,0.0,1,0,0,1,0.0,0,0,-2.0,0
RR Pant,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,34.0,17,3,2,2,200.0,0,0,43.0,6
SN Thakur,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,17.0,10,0,2,1,170.0,0,0,25.0,6
SS Prabhudessai,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,6.0,5,1,0,1,120.0,0,0,5.0,0
Shahbaz Ahmed,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,32.0,25,3,1,0,128.0,0,0,37.0,0
V Kohli,Royal Challengers Bangalore,Delhi Capitals,"Wankhede Stadium, Mumbai",2022-04-16,12.0,14,1,0,1,85.71428571428571,0,0,11.0,0
A Nortje,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,23.0,14,4,0,0,164.28571428571428,0,0,31.0,4
AR Patel,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,21.0,14,3,0,1,150.0,0,0,26.0,4
Abishek Porel,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,5.0,8,0,0,1,62.5,0,0,3.0,0
Aman Hakim Khan,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,18.0,11,1,1,1,163.63636363636363,0,0,23.0,4
Anuj Rawat,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,15.0,22,1,0,0,68.18181818181817,0,0,14.0,-2
DA Warner,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,19.0,13,4,0,1,146.15384615384613,0,0,23.0,2
F du Plessis,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,22.0,16,3,1,1,137.5,0,0,27.0,2
GJ Maxwell,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,24.0,14,0,3,1,171.42857142857142,0,0,34.0,6
HV Patel,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,6.0,4,0,1,1,150.0,0,0,6.0,0
KD Karthik,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,0.0,1,0,0,1,0.0,0,0,-2.0,0
Kuldeep Yadav,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,7.0,7,1,0,0,100.0,0,0,8.0,0
Lalit Yadav,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,4.0,7,0,0,1,57.14285714285714,0,0,2.0,0
MK Lomror,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,26.0,18,0,2,1,144.44444444444443,0,0,30.0,2
MK Pandey,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,50.0,39,5,1,1,128.2051282051282,1,0,63.0,0
MR Marsh,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,0.0,4,0,0,1,0.0,0,0,-2.0,0
PP Shaw,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,0.0,2,0,0,1,0.0,0,0,-2.0,0
Shahbaz Ahmed,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,20.0,14,3,0,0,142.85714285714286,0,0,25.0,2
V Kohli,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,50.0,35,6,1,1,142.85714285714286,1,0,66.0,2
YV Dhull,Royal Challengers Bangalore,Delhi Capitals,"M Chinnaswamy Stadium, Bengaluru",2023-04-15,1.0,4,0,0,1,25.0,0,0,-1.0,0
AR Patel,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,8.0,3,0,1,0,266.66666666666663,0,0,10.0,0
Anuj Rawat,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,8.0,3,0,1,0,266.66666666666663,0,0,10.0,0
DA Warner,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,22.0,14,3,1,1,157.14285714285714,0,0,29.0,4
F du Plessis,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,45.0,33,5,1,1,136.36363636363637,0,0,52.0,2
GJ Maxwell,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,0.0,1,0,0,1,0.0,0,0,-2.0,0
KD Karthik,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,11.0,9,0,1,1,122.22222222222224,0,0,11.0,0
MK Lomror,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,54.0,32,6,3,0,168.75,1,0,78.0,4
MR Marsh,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,26.0,17,3,1,1,152.94117647058823,0,0,33.0,4
PD Salt,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,87.0,46,8,6,1,189.1304347826087,1,0,119.0,6
RR Rossouw,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,35.0,23,1,3,0,152.17391304347828,0,0,46.0,4
V Kohli,Royal Challengers Bangalore,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023-05-06,55.0,47,5,0,1,117.02127659574468,1,0,66.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,21.0,25,1,0,1,84.0,0,0,20.0,0
B Akhil,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,3.0,3,0,0,0,100.0,0,0,3.0,0
B Chipli,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,2.0,11,0,0,1,18.181818181818183,0,0,0.0,0
CL White,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,1.0,2,0,0,0,50.0,0,0,1.0,0
G Gambhir,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,39.0,32,6,0,0,121.875,0,0,45.0,0
JH Kallis,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,25.0,24,3,1,1,104.16666666666669,0,0,28.0,0
KD Karthik,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,6.0,4,1,0,1,150.0,0,0,5.0,0
MF Maharoof,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,13.0,8,1,1,0,162.5,0,0,20.0,4
Misbah-ul-Haq,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,47.0,25,2,4,1,188.0,0,0,61.0,6
P Kumar,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,2.0,5,0,0,1,40.0,0,0,0.0,0
R Dravid,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,9.0,11,1,0,1,81.81818181818183,0,0,8.0,0
S Dhawan,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,16.0,13,1,1,0,123.07692307692308,0,0,19.0,0
SP Goswami,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,52.0,43,7,1,1,120.93023255813952,1,0,67.0,0
TM Dilshan,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,4.0,10,0,0,1,40.0,0,0,2.0,0
V Sehwag,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,47.0,19,9,1,1,247.3684210526316,0,0,62.0,6
Z Khan,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2008-05-19,4.0,1,1,0,0,400.0,0,0,5.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,21.0,23,0,0,1,91.30434782608695,0,0,19.0,0
B Akhil,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,8.0,5,0,1,1,160.0,0,0,8.0,0
G Gambhir,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,16.0,19,1,0,1,84.21052631578947,0,0,15.0,0
JH Kallis,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,0.0,1,0,0,1,0.0,0,0,-2.0,0
KD Karthik,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,12.0,10,1,1,1,120.0,0,0,13.0,0
KP Pietersen,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,37.0,26,2,2,1,142.30769230769232,0,0,43.0,2
LRPL Taylor,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,31.0,36,3,0,1,86.11111111111111,0,0,32.0,0
M Manhas,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,23.0,13,3,0,0,176.9230769230769,0,0,32.0,6
MV Boucher,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,36.0,29,2,2,1,124.13793103448276,0,0,40.0,0
Pankaj Singh,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,1.0,1,0,0,0,100.0,0,0,1.0,0
RV Uthappa,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,3.0,4,0,0,1,75.0,0,0,1.0,0
TM Dilshan,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,67.0,49,5,2,0,136.73469387755102,1,0,86.0,2
V Kohli,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,22.0,24,1,0,1,91.66666666666666,0,0,21.0,0
V Sehwag,Royal Challengers Bangalore,Delhi Daredevils,St George's Park,2009-04-26,7.0,6,0,1,1,116.66666666666669,0,0,7.0,0
AB McDonald,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,3.0,4,0,0,1,75.0,0,0,1.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,28.0,29,3,0,1,96.55172413793105,0,0,29.0,0
DL Vettori,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,4.0,2,0,0,0,200.0,0,0,4.0,0
G Gambhir,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,27.0,19,3,1,1,142.10526315789474,0,0,32.0,2
JH Kallis,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,58.0,56,2,2,0,103.57142857142858,1,0,72.0,0
KD Karthik,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,31.0,30,1,0,1,103.33333333333334,0,0,30.0,0
LRPL Taylor,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,25.0,12,1,3,1,208.33333333333331,0,0,36.0,6
M Manhas,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,0.0,2,0,0,1,0.0,0,0,-2.0,0
MF Maharoof,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,18.0,13,0,0,0,138.46153846153845,0,0,20.0,2
MV Boucher,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,10.0,9,1,0,0,111.11111111111111,0,0,11.0,0
R Dravid,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,38.0,34,4,0,1,111.76470588235294,0,0,40.0,0
RV Uthappa,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,1.0,5,0,0,1,20.0,0,0,-1.0,0
V Sehwag,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,0.0,2,0,0,1,0.0,0,0,-2.0,0
Y Nagar,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,2009-05-19,20.0,22,1,0,1,90.9090909090909,0,0,19.0,0
A Kumble,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,1.0,1,0,0,0,100.0,0,0,1.0,0
AB McDonald,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,18.0,14,1,1,0,128.57142857142858,0,0,21.0,0
AB de Villiers,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,45.0,35,3,0,1,128.57142857142858,0,0,46.0,0
DA Warner,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,33.0,15,3,2,1,220.00000000000003,0,0,44.0,6
DW Steyn,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,8.0,9,1,0,1,88.88888888888889,0,0,7.0,0
EJG Morgan,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,17.0,14,2,0,0,121.42857142857142,0,0,19.0,0
JH Kallis,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,27.0,31,3,0,1,87.09677419354838,0,0,28.0,0
KD Karthik,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,17.0,20,1,0,0,85.0,0,0,18.0,0
KM Jadhav,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,50.0,32,5,2,1,156.25,1,0,69.0,4
MK Pandey,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,39.0,29,4,1,1,134.48275862068965,0,0,45.0,2
MV Boucher,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,2.0,3,0,0,1,66.66666666666666,0,0,0.0,0
P Kumar,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,0.0,1,0,0,1,0.0,0,0,-2.0,0
R Dravid,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,1.0,1,0,0,0,100.0,0,0,1.0,0
R Vinay Kumar,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,2.0,3,0,0,0,66.66666666666666,0,0,2.0,0
RV Uthappa,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,15.0,10,1,1,1,150.0,0,0,20.0,4
V Kohli,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,38.0,23,4,1,0,165.2173913043478,0,0,48.0,4
V Sehwag,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2010-03-25,12.0,11,2,0,1,109.09090909090908,0,0,12.0,0
AB McDonald,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,30.0,19,4,2,1,157.89473684210526,0,0,40.0,4
AB de Villiers,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,64.0,42,6,2,0,152.38095238095238,1,0,86.0,4
AJ Finch,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,25.0,24,3,0,1,104.16666666666669,0,0,26.0,0
CA Pujara,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,11.0,13,1,0,1,84.61538461538461,0,0,10.0,0
DAJ Bracewell,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,12.0,9,1,0,0,133.33333333333331,0,0,15.0,2
DL Vettori,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,3.0,5,0,0,1,60.0,0,0,1.0,0
GJ Maxwell,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,2012-04-07,3.0,4,0,0,1,75.0,0,0,1.0,0
